detail_id,detail_information,light_condition,road_function,intersection_type,drunk_driving
11388,Fence,Daylight,Urban-Local Road or Street,Not an Intersection,f
11389,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,t
11390,Curb,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,t
11391,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,f
11392,Pedestrian,Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,f
11393,Unknown,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
11394,Rollover/Overturn,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
11395,Curb,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
11396,Guardrail Face,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
11397,Tree (Standing Only),Daylight,Urban-Collector,Not an Intersection,f
11398,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
11399,Fell/Jumped from Vehicle,Daylight,Urban-Collector,Not an Intersection,f
11400,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Four-Way Intersection,f
11401,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
11402,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
11403,Pedestrian,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
11404,Bridge Rail (Includes parapet),Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
11405,Non-Motorist on Personal Conveyance,Daylight,Urban-Collector,Not an Intersection,f
11406,Pedestrian,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
11407,Culvert,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,f
11408,Pedestrian,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,f
11409,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,t
11410,Traffic Signal Support,Dark - Not Lighted,Urban-Other Principal Arterial,Four-Way Intersection,f
11411,Curb,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,t
11412,Pedestrian,Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,f
11413,Pedestrian,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
11414,Curb,Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,t
11415,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Collector,Not an Intersection,f
11416,Tree (Standing Only),Daylight,Urban-Minor Arterial,Not an Intersection,f
11417,Rollover/Overturn,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
11418,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,T-Intersection,f
11419,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
11420,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Other Principal Arterial,T-Intersection,t
11421,Rollover/Overturn,Dark - Lighted,Urban-Collector,Not an Intersection,t
11422,Ditch,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
11423,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
11424,Ditch,Dark - Lighted,Rural-Major Collector,Not an Intersection,f
11425,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,t
11426,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
11427,Embankment,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
11428,Rollover/Overturn,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
11429,Tree (Standing Only),Daylight,Rural-Minor Arterial,Not an Intersection,f
11430,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
11431,Rollover/Overturn,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
11432,Mail Box,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
11433,Pedestrian,Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,f
11434,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,f
11435,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Minor Arterial,Four-Way Intersection,f
11436,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
11437,Pedalcyclist,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
11438,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
11439,Non-Motorist on Personal Conveyance,Dark - Not Lighted,Urban-Other Principal Arterial,Four-Way Intersection,f
11440,Pedestrian,Daylight,Urban-Collector,Not an Intersection,f
11441,Pedestrian,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
11442,Guardrail Face,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
11443,Rollover/Overturn,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
11444,Pedestrian,Dark - Not Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
11445,Pedalcyclist,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,f
11446,Bridge Rail (Includes parapet),Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,f
11447,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Other Principal Arterial,Four-Way Intersection,t
11448,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
11449,Utility Pole/Light Support,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,t
11939,Pedestrian,Daylight,Urban-Minor Arterial,Not an Intersection,f
11450,Railway Vehicle,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
11451,Pedestrian,Unknown,Rural-Local Road or Street,Not an Intersection,f
11452,Motor Vehicle In-Transport ,Dark - Lighted,Rural-Principal Arterial-Other,Four-Way Intersection,t
11453,Tree (Standing Only),Daylight,Urban-Local Road or Street,Not an Intersection,f
11454,Rollover/Overturn,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
11455,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
11456,Bridge Rail (Includes parapet),Dark - Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
11457,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
11458,Pedestrian,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
11459,Ditch,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,t
11460,Rollover/Overturn,Daylight,Urban-Minor Arterial,Not an Intersection,f
11461,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,t
11462,Ditch,Dusk,Rural-Local Road or Street,Not an Intersection,t
11463,Motor Vehicle In-Transport ,Daylight,Urban-Local Road or Street,Not an Intersection,t
11464,Other Fixed Object,Dark - Lighted,Urban-Collector,Not an Intersection,t
11465,"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport",Dusk,Urban-Collector,Not an Intersection,f
11466,Pedestrian,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
11467,Rollover/Overturn,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
11468,Motor Vehicle In-Transport ,Dusk,Rural-Minor Arterial,Not an Intersection,f
11469,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,T-Intersection,f
11470,Culvert,Daylight,Urban-Minor Arterial,Not an Intersection,f
11471,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
11472,Culvert,Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,t
11473,Other Object (not fixed),Daylight,Urban-Local Road or Street,Not an Intersection,t
11474,Traffic Sign Support ,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
11475,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
11476,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
11477,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,f
11478,Pedestrian,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
11479,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Collector,Four-Way Intersection,t
11480,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,f
11481,Motor Vehicle In-Transport ,Daylight,Urban-Local Road or Street,T-Intersection,t
11482,Ditch,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,t
11483,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
11484,Guardrail Face,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
11485,Fell/Jumped from Vehicle,Daylight,Urban-Minor Arterial,Four-Way Intersection,f
11486,Pedestrian,Daylight,Rural-Local Road or Street,Not an Intersection,f
11487,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,f
11488,Guardrail Face,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
11489,Pedestrian,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,t
11490,Concrete Traffic Barrier,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
11491,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
11492,Pedalcyclist,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
11493,Impact Attenuator/Crash Cushion,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
11494,Curb,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,t
11495,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
11496,Motor Vehicle In-Transport ,Dusk,Rural-Minor Collector,Not an Intersection,t
11497,Pedestrian,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
11498,Embankment,Daylight,Rural-Major Collector,Not an Intersection,f
11499,Snow Bank,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
11500,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,T-Intersection,f
11501,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Not an Intersection,f
11502,Rollover/Overturn,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
11503,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
11504,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
11505,Pedestrian,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
11506,Rollover/Overturn,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
11507,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
11508,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
11509,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
11510,Ditch,Daylight,Rural-Minor Arterial,Not an Intersection,f
11511,Tree (Standing Only),Daylight,Rural-Minor Arterial,Not an Intersection,f
11512,Embankment,Dark - Not Lighted,Urban-Collector,Not an Intersection,f
11513,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
11514,Tree (Standing Only),Daylight,Rural-Local Road or Street,Not an Intersection,f
11515,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
11516,Guardrail Face,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
11517,Pedestrian,Dark - Lighted,Rural-Local Road or Street,Not an Intersection,t
11518,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Not an Intersection,f
11519,Live Animal,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
11520,Tree (Standing Only),Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
11521,Motor Vehicle In-Transport ,Dusk,Rural-Major Collector,Not an Intersection,f
11522,Boulder,Dusk,Rural-Major Collector,Not an Intersection,t
11523,Utility Pole/Light Support,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
11524,Ditch,Dusk,Rural-Major Collector,Not an Intersection,t
11525,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
11526,Embankment,Dark - Not Lighted,Rural-Minor Arterial,Y-Intersection,t
11527,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
11528,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
11529,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Four-Way Intersection,f
11530,Guardrail Face,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
11531,Curb,Daylight,Rural-Local Road or Street,Y-Intersection,f
11532,Tree (Standing Only),Daylight,Rural-Major Collector,Not an Intersection,f
11533,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
11534,Tree (Standing Only),Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
11535,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
11536,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Four-Way Intersection,f
11537,Tree (Standing Only),Daylight,Rural-Local Road or Street,Not an Intersection,f
11538,Guardrail Face,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
11539,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
11540,Boulder,Daylight,Rural-Major Collector,Not an Intersection,f
11541,Ditch,Daylight,Rural-Major Collector,Not an Intersection,t
11542,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
11543,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
11544,Ditch,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
11545,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
11546,Ditch,Daylight,Rural-Major Collector,Not an Intersection,t
11547,Mail Box,Daylight,Rural-Minor Arterial,Not an Intersection,f
11548,Live Animal,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
11549,Boulder,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
11550,Motor Vehicle In-Transport ,Dawn,Rural-Minor Arterial,Not an Intersection,f
11551,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Y-Intersection,f
11552,Utility Pole/Light Support,Daylight,Rural-Local Road or Street,Not an Intersection,f
11553,Motor Vehicle In-Transport ,Dusk,Rural-Local Road or Street,Not an Intersection,f
11554,Tree (Standing Only),Dark - Lighted,Rural-Local Road or Street,Not an Intersection,t
11555,Mail Box,Dawn,Rural-Minor Arterial,Not an Intersection,f
11556,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
11557,Rollover/Overturn,Daylight,Rural-Minor Arterial,Not an Intersection,t
11558,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
11559,Boulder,Daylight,Rural-Local Road or Street,Not an Intersection,f
11560,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
11561,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
11562,"Other Post, Other Pole or Other Supports",Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
11563,Rollover/Overturn,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
11564,Rollover/Overturn,Dark - Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,t
11565,Motor Vehicle In-Transport ,Dusk,Rural-Principal Arterial-Other,Not an Intersection,f
11566,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Y-Intersection,f
11567,Motor Vehicle In-Transport ,Dark - Lighted,Rural-Minor Arterial,Four-Way Intersection,f
11568,"Other Post, Other Pole or Other Supports",Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
11569,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
11570,Pedestrian,Daylight,Rural-Major Collector,T-Intersection,f
11571,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
11572,Culvert,Daylight,Rural-Major Collector,Not an Intersection,f
11573,Ditch,Daylight,Rural-Local Road or Street,Not an Intersection,t
11574,Utility Pole/Light Support,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
11575,Boulder,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
11576,Motor Vehicle In-Transport ,Dark - Lighted,Rural-Major Collector,Not an Intersection,f
11577,Curb,Daylight,Rural-Major Collector,Not an Intersection,f
11578,Culvert,Daylight,Rural-Local Road or Street,Not an Intersection,f
11579,Tree (Standing Only),Daylight,Rural-Major Collector,Not an Intersection,f
11580,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
11581,Pedestrian,Daylight,Urban-Collector,Not an Intersection,f
11582,Motor Vehicle In-Transport ,Dusk,Rural-Local Road or Street,Not an Intersection,t
11583,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Four-Way Intersection,f
11584,Utility Pole/Light Support,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
11585,Pedalcyclist,Daylight,Rural-Major Collector,Four-Way Intersection,f
